"fecha_de_registro","referencia_de_la_oferta","identificador_de_la_oferta","valor_de_la_oferta","entidad_compradora","nit_entidad_compradora","moneda","descripcion_del_procedimiento","referencia_del_proceso","id_del_proceso_de_compra","modalidad","invitacion_directa","nombre_proveedor","nit_del_proveedor","codigo_entidad","codigo_proveedor"
"2017-11-09T00:00:00.000","PN ESPOL MIC 012 2017CC","CO1.RPL.353726","36036570","ESPOL","800226849","COP","MANTENIMIENTO CIRCUITO CERRADO DE TELEVISIÓN DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 012 2017","CO1.BDOS.240133","Mínima cuantía","No","COMPUTERS COLOMBIA LTDA","830097138","701695355","702738873"
"2023-02-07T00:00:00.000","COLSOF SAS  PN ESPOL SIP 004 2023","CO1.RPL.3217247","15270000","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL SIP 004 2023","CO1.BDOS.3933388","Solicitud de información a los Proveedores","No","COLSOF SAS","800015583","701695355","700080070"
"2017-11-30T00:00:00.000","GC231117IMCOMELEC INGENIEROS LTDAMANTENIMIENTO GENERAL DE TRANSFORMADORES","CO1.RPL.374747","27980000","ESPOL","800226849","COP","MANTENIMIENTO GENERAL TRANSFORMADORES PAD MOUNTED Y TIPO POSTE","PN ESPOL MIC 016 2017","CO1.BDOS.255857","Mínima cuantía","No","IMCOMELEC INGENIEROS","800126506","701695355","701909251"
"2023-02-23T00:00:00.000","GSJJESPOLADOBE2023","CO1.RPL.3241723","9891000","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL MIC 003 2023","CO1.BDOS.4013108","Mínima cuantía","No","GOLD SYS LTDA","830038304","701695355","700412067"
"2020-10-20T00:00:00.000","ESCUELA DE POST GRADOS","CO1.RPL.1762857","22812300","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO DE IMPRESIÓN DE LIBROS TRABAJOS TIPOGRÁFICOS Y MATERIAL POP","PN ESPOL MIC 017 2020","CO1.BDOS.1505386","Mínima cuantía","No","COMERCIALIZADORA COMSILA SAS","900889064","701695355","700794076"
"2019-10-25T00:00:00.000","PN ESPOL SA 002 2019","CO1.RPL.1227341","372977541","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE PORTONES DE SEGURIDAD","PN ESPOL SA 002 2019 Presentación de oferta","CO1.BDOS.933501","Selección abreviada subasta inversa","No","SEGURIDAD PERCOL SAS","9002305976","701695355","700789068"
"2018-06-15T00:00:00.000","CONSORCIO PROYTECO  TURPIAL FINAL","CO1.RPL.580737","6423363085","ESPOL","800226849","COP","TERMINACIÓN CONSTRUCCIÓN Y DOTACIÓN 01 BLOQUE DE AULAS  CENTRO DE CONVENCIONES COMPLEJO ESPOL A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL SA MC 001 2018 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.425902","Selección Abreviada de Menor Cuantía","Si","CONSORCIO PROYTECO  TURPIAL","No Definido","701695355","704617208"
"2018-12-10T00:00:00.000","ELEMENTOS E INSUMOS PARA BOTIQUINES","CO1.RPL.794843","1447600","ESPOL","800226849","COP","ADQUISICIÓN DE ELEMENTOS E INSUMOS PARA BOTIQUINES","PN ESPOL MIC 025 2018","CO1.BDOS.624702","Mínima cuantía","No","INGENIERÍA EN PROTECCIÓN CONTRA INCENDIOS SAS","9009260809","701695355","702723818"
"2022-09-06T00:00:00.000","OFERTA PROSEGUR TECNOLOGIA SAS","CO1.RPL.2961845","1020575690","ESPOL","800226849","COP","ADQUISICIÓN ACTUALIZACIÓN INSTALACIÓN INTEGRACIÓN Y MANTENIMIENTO DEL CIRCUITO CERRADO DE TELEVISIÓN CCTV PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SA 003 2022 Presentación de oferta","CO1.BDOS.3134816","Selección abreviada subasta inversa","No","PROSEGUR TECNOLOGIA SAS","8300251047","701695355","701055139"
"2020-08-12T00:00:00.000","PN ESPOL SA MC 001 2020","CO1.RPL.1642404","446024701","ESPOL","800226849","COP","MANTENIMIENTO REDES ELÉCTRICAS Y SUBTERANIZACIÓN MEDIA TENSIÓN FASE III INCLUYE ACOMETIDAS ELÉCTRICAS TABLEROS DE DISTRIBUCIÓN Y ALUMBRADO PÚBLICO A PRECIOS UNITARIOS FIJOS SIN FORMULA DE REAJUSTE","PN ESPOL SA MC 001 2020 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.1341157","Selección Abreviada de Menor Cuantía","Si","COMSISTELCO SAS","830007379","701695355","700009012"
"2018-10-30T00:00:00.000","Oferta Computers Colombia MIC 016 2018","CO1.RPL.738429","5703747","ESPOL","800226849","COP","ADQUISICIÓN DE  TELONES","PN ESPOL MIC 016 2018","CO1.BDOS.578128","Mínima cuantía","No","COMPUTERS COLOMBIA LTDA","830097138","701695355","702738873"
"2023-05-06T00:00:00.000","PERIODONCIA","CO1.RPL.3379241","61230000","RASES N6","811032059","COP","PRESTACIÓN DE LOS SERVICIOS DE SALUD EN CONSULTA Y PROCEDIMIENTOS POR ODONTOLOGÍA ESPECIALIZADA EN PERIODONCIA ODONTOPEDIATRIA Y CIRUGÍA ORAL","PN COTIZACION RASES 6 1052023","CO1.BDOS.4346022","Solicitud de información a los Proveedores","No","NOHORA MARIA BLANCO LEGUIZAMON","40037471","702475021","704334044"
"2021-10-28T00:00:00.000","Propuesta Neurona ESPOL MIC 016 2021","CO1.RPL.2409316","28199600","ESPOL","800226849","COP","ADQUISICIÓN DE VALLAS METÁLICAS DE SEGURIDAD O CONTENCIÓN DE PÚBLICO","PN ESPOL MIC 016 2021","CO1.BDOS.2334595","Mínima cuantía","No","NEURONA INGENIERIA MAS DISEÑO SAS","900207450","701695355","703995712"
"2023-05-06T00:00:00.000","COTIZACIÓN TELECAFÉ LTDA","CO1.RPL.3379167","975576232","DILOF","800141397","COP","El presente servicio de creación diseño planeación preproducción producción postproducción comunicación publicidad promoción emisión y manejo de las actividades de las campañas institucionales de la Policía Nacional se encuentra enmarcada en el incremento de la imagen credibilidad y confianza de la ciudadanía","PN DILOF COEST 021 2023","CO1.BDOS.4322611","Solicitud de información a los Proveedores","Si","SOCIEDAD DE TELEVISIÓN DE CALDAS QUINDÍO Y RISARALDA LTDA","890807724","700569072","702239732"
"2021-03-15T00:00:00.000","OFERTA ADQUISICIÓN DE BANDERAS Y PRENDAS BLANCAS copia","CO1.RPL.1978980","17673000","ESPOL","800226849","COP","ADQUISICIÓN DE BANDERAS MOHARRAS ASTAS BASES Y PRENDAS BLANCAS PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 005 2021","CO1.BDOS.1824179","Mínima cuantía","No","JAVIER DE JESUS LEON LONDOÑO","15928630","701695355","700592066"
"2023-02-06T00:00:00.000","COMPAÑIA NACIONAL DE METROLOGIA SAS  PN ESPOL SIP 003 2023","CO1.RPL.3215612","2909100","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO PARA CALIBRACIÓN DE INSTRUMENTOS DE MEDICIÓN LUXOMETRO Y TERMOHIGROMETROS DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 003 2023","CO1.BDOS.3928736","Solicitud de información a los Proveedores","No","COMPAÑÍA NACIONAL DE METROLOGIA SAS","900186088","701695355","700507015"
"2022-10-18T00:00:00.000","CONSORCIO MM 2022 MTTVIAL ESPO","CO1.RPL.3030137","807945284","ESPOL","800226849","COP","MANTENIMIENTO INFRAESTRUCTURA VIAL Y URBANISMO DE LA ESCUELA DE POSGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL SA MC 004 2022 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.3313847","Selección Abreviada de Menor Cuantía","Si","CONSORCIO MM 2022","944095744","701695355","719122293"
"2018-12-20T00:00:00.000","UT MEDIPOL 16 ESPOL","CO1.RPL.808657","6000000","ESPOL","800226849","COP","ARRENDAMIENTO DE UN ESPACIO FÍSICO DENTRO DE LAS INSTALACIONES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO PARA LA PRESTACION DEL SERVICIO DE SUMINISTRO DE MEDICAMENTOS FARMACÉUTICOS INTEGRAL A USUARIOS DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL","PN ESPOL CD 043 2018","CO1.BDOS.637316","Contratación Directa (con ofertas)","Si","UNION TEMPORAL MEDIPOL 16","901236226","701695355","705305951"
"2022-08-25T00:00:00.000","AGUACHICA ACTV MEMORIAS","CO1.RPL.2939818","35902360","ALCALDIA DE AGUACHICA","800096561","COP","SUMINISTRO Y APOYO LOGISTICO PARA LA REALIZACION DE ACTIVIDADES DE MEMORIA HISTORICA EN CONMEMORACION A LA CONSULTA POPULAR EN EL MUNICIPIO DE AGUACHICACESAR","MC292022","CO1.BDOS.3184640","Mínima cuantía","No","REMA SOLUCIONES","900939316","700575061","708954359"
"2017-11-09T00:00:00.000","OFERTA RAYCO PROCESO PN ESPOL MIC 011 2017","CO1.RPL.354158","7751336","ESPOL","800226849","COP","ADQUISICIÓN REPUESTOS PARA RADIOS PORTÁTILES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 011 2017","CO1.BDOS.238753","Mínima cuantía","No","RAYCO SA RODRIGO ARISTIZABAL Y CIA SA","860400538","701695355","700471113"
"2020-09-04T00:00:00.000","MANTENIMIENTO DE MUELLE INTERNACIONAL  ICA","CO1.RPL.1674058","415745213","INSTITUTO COLOMBIANO AGROPECUARIO  ICA","899999069","COP","REALIZAR EL MANTENIMIENTO Y ADECUACIÓN DE MUELLE INTERNACIONAL CITAG LABORATORIO DE EXPORTACIÓN VEGETAL Y OFICINAS DEL ICA EN CAC CENTRO ADMINISTRATIVO DE CARGA DEL AEROPUERTO","GCLP1792020 Fase de Selección Presentación de ofertas","CO1.BDOS.1347027","Licitación pública Obra Publica","No","CONSORCIO CERRAMIENTO PC 2023","No Definido","702523150","704272350"
"2022-12-23T00:00:00.000","PROVEDORES DEL SUR FOTOCOPIADORAS","CO1.RPL.3163553","5350000","INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTEPASTO DEPORTE","814000385","COP","compraventa de fotocopiadora para el correcto funcionamiento de programas y proyectos del Instituto Municipal para la Recreación y el Deporte Pasto Deporte","PDIP0262022","CO1.BDOS.3649069","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","709449367","704187228"
"2019-10-31T00:00:00.000","Global sensors de Colombia Suministro Datalogger y Deshumificador","CO1.RPL.1237864","2175700","ESPOL","800226849","COP","ADQUISICIÓN DE TERMOHIGROMETRO Y DESHUMIDIFICADOR","PN ESPOL MIC 013 2019","CO1.BDOS.965108","Mínima cuantía","No","GLOBAL SENSORS DE COLOMBIA SAS","900397176","701695355","702238569"
"2017-10-12T00:00:00.000","ESCUELA DE POSTGRADOS","CO1.RPL.331456","57643455","ESPOL","800226849","COP","No Definido","PN ESPOL MIC 009 2017","CO1.BDOS.225338","Mínima cuantía","No","BRAND CENTER SAS","830109420","701695355","701065047"
"2017-11-22T00:00:00.000","Talanqueras CV","CO1.RPL.365333","24999950","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE BARRERAS VEHICULARES  TALANQUERAS PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 013 2017","CO1.BDOS.249342","Mínima cuantía","No","COMPAÑIA COLOMBIANA DE INVERSIONES Y VALORES COINVALORES SAS","830024738","701695355","702978545"
"2023-02-09T00:00:00.000","GSCOTJJADOBE2023","CO1.RPL.3221447","5400000","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL SIP 004 2023","CO1.BDOS.3933388","Solicitud de información a los Proveedores","No","GOLD SYS LTDA","830038304","701695355","700412067"
"2022-10-12T00:00:00.000","GPS145 DE 2022","CO1.RPL.3019150","3565000","DEFENSA CIVIL COLOMBIANA","899999717","COP","CONTRATAR EL SERVICIO DE MANTENIMIENTO PREVENTIVO A TODO COSTO DE GENERADOR ELECTRICO MARCA HYUNDAI MODELO HYGCH751 PARA LA ESCUELA DE GESTION AMBIENTAL Y DEL RIESGO JOSE CELESTINO MUTIS","145 DE 2022","CO1.BDOS.3357303","Mínima cuantía","No","GPS ELECTRONICS LTDA","900092491","702730649","700657125"
"2023-05-05T00:00:00.000","oferta alcantarillado espy","CO1.RPL.3378370","6919115547","MUNICIPIO DE YUMBO VALLE","890399025","COP","AUNAR   ESFUERZOSTECNICOS   Y   ECONOMICOS PARA  EJECUTAR  LAS  OBRAS  DE  REPOSICIÓN  Y AMPLIACIÓN  DE  REDES DE  ALCANTARILLADO  Y COLECTORES        SECUNDARIOS        PARA        EL MEJORAMIENTO  DEL SERVICIO  EN EL MUNICIPIODE YUMBO VALLE DEL CAUCA","18011020022023","CO1.BDOS.4375152","Contratación Directa (con ofertas)","Si","ESPY SA ESP","900005956","702384066","713780211"
"2020-09-09T00:00:00.000","EQUIPOS AUDIOVISUALES ESPOL","CO1.RPL.1688893","40000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE EQUIPOS AUDIOVISUALES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 011 2020","CO1.BDOS.1429117","Mínima cuantía","No","GRUPO INTEGRAL OHM SAS","900955745","701695355","706695152"
"2018-03-01T00:00:00.000","REALIZACIÓN DE UN DOCUMENTAL SOBRE GESTIÓN Y ACTUACIÓN POLICIAL ENTORNO A LA CONSTRUCCIÓN DE PAZ","CO1.RPL.450211","63000000","ESPOL","800226849","COP","REALIZACIÓN DE UN DOCUMENTAL SOBRE GESTIÓN Y ACTUACIÓN POLICIAL ENTORNO A LA CONSTRUCCIÓN DE PAZ","PN ESPOL MIC 002 2018","CO1.BDOS.359464","Mínima cuantía","No","MOTION FILMS","900761045","701695355","703965244"
"2017-12-20T00:00:00.000","oferta disgital sistem colombia","CO1.RPL.391504","46791961","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE UNA UPS","PN ESPOL MIC 020 2017","CO1.BDOS.270318","Mínima cuantía","No","DIGITAL SISTEM COLOMBIA SAS","900402602","701695355","701017071"
"2019-11-25T00:00:00.000","CONSTRUCCIÓN SEDE BELEN CAUCA","CO1.RPL.1260830","3219565570","Rama Judicial  Dirección Ejecutiva de Administración Judicial","800093816","COP","Realizar las obras de Construcción de la Sede Judicial de Belén de los Andaquíes  Caquetá","LP 04 DE 2019 Fase de Selección Presentación de ofertas","CO1.BDOS.956706","Licitación pública Obra Publica","No","CONSORCIO CERRAMIENTO PC 2023","No Definido","700507197","704272350"
"2023-05-04T00:00:00.000","Oferta para PRESTACION DE SERVICIOS PROFESIONALES QUIMICA CON MAGISTER EN DOCENCIA DE LA QUIMICA PARA EL DESARROLLO DEL PROYECTO DE INVESTIGACION CARACTERIZACION MOLECULAR Y QUIMICA DE ESPECI","CO1.RPL.3374736","41195000","DIRECCION DE ANTINARCOTICOS","800141379","COP","PRESTACIÓN DE SERVICIOS PROFESIONALES QUÍMICA CON MAGÍSTER EN DOCENCIA DE LA QUÍMICA PARA EL DESARROLLO DEL PROYECTO DE INVESTIGACIÓN CARACTERIZACIÓN MOLECULAR Y QUÍMICA DE ESPECIES DE ERYTHROXYLUM PARA LA DIRECCIÓN DE ANTINARCÓTICOS POLICÍA NACIONAL","SC 037 2023","CO1.BDOS.4361022","Solicitud de información a los Proveedores","Si","Diana Chaveli Restrepo Sánchez","52968767","701707648","720321041"
"2023-05-05T00:00:00.000","UESVALLE  472 2023","CO1.RPL.3377062","6000000","UNIDAD EJECUTORA DE SANEAMIENTO DEL VALLE DEL CAUCA","805018833","COP","Contratar la prestación del servicio de mensajería expresa para la recolección transporte y entrega de correspondencia y demás envíos que requiera la UESVALLE en la presente vigencia","CD8272023","CO1.BDOS.4367593","Contratación Directa (con ofertas)","Si","SERVICIOS POSTALES NACIONALES SAS","900062917","703957431","700255011"
"2021-11-04T00:00:00.000","PN ESPOL MIC 017 2021","CO1.RPL.2422497","8566810","ESPOL","800226849","COP","ADQUISICIÓN E INSTALACION DE SEÑALIZACION VISUAL","PN ESPOL MIC 017 2021","CO1.BDOS.2341633","Mínima cuantía","No","PROINCOL JK SAS","900990752","701695355","702036039"
"2021-12-14T00:00:00.000","SIP SED 16 MADRES","CO1.RPL.2500608","163223442","MUNICIPIO DE LOS PATIOS","800044113","COP","ASISTENCIA TECNICA  Y FINANCIERA PARA LA DOTACION DE LOS HOGARES COMUNITARIOS  TRADICIONALES Y FAMI","SIPSDSEG0162021 Presentación de oferta","CO1.BDOS.2410824","Selección abreviada subasta inversa","No","FUNDACIÓN TRADEIN","901268815","702522244","709045132"
"2022-04-28T00:00:00.000","PN ESPOL SA MC 001 2022  CONSTRUCTORA DARJA","CO1.RPL.2703300","1446238532","ESPOL","800226849","COP","MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO PARA LAS INSTALACIONES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL SA MC 001 2022 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.2880320","Selección Abreviada de Menor Cuantía","Si","CONSTRUCTORA DARJA SAS","900468289","701695355","707148052"
"2020-08-18T00:00:00.000","PN ESPOL MIC 010 2020 INDUHOTEL","CO1.RPL.1650654","19827440","ESPOL","800226849","COP","ACTIVIDADES PARA EL MEJORAMIENTO DE LA CALIDAD DE VIDA  DEL PERSONAL UNIFORMADO Y NO UNIFORMADO ADSCRITOS A LA ESCUELA DE POSTGRADOS DE POLICIA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 010 2020","CO1.BDOS.1386966","Mínima cuantía","No","Induhotel SAS","900300970","701695355","700679012"
"2021-11-30T00:00:00.000","CONSTRUCTORA DARJA SAS PN ESPOL MIC 025 2021","CO1.RPL.2479043","90000000","ESPOL","800226849","COP","MANTENIMIENTO INTEGRAL PREVENTIVO Y CORRECTIVO PARA LA VIVIENDA FISCAL No 1 ASIGNADA A LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL MIC 025 2021","CO1.BDOS.2412118","Mínima cuantía","No","CONSTRUCTORA DARJA SAS","900468289","701695355","707148052"
"2019-10-23T00:00:00.000","GAER ESPOL 04 2019","CO1.RPL.1226508","214963473","ESPOL","800226849","COP","MANTENIMIENTO INSTALACIONES DEL GIMNASIO DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL SA MC 004  2019 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.944229","Selección Abreviada de Menor Cuantía","Si","Arquitecto GUSTAVO ADOLFO ESCOBAR ROBAYO","79160559","701695355","701278046"
"2019-12-12T00:00:00.000","PN ESPOL MIC 016 2019 cortinas","CO1.RPL.1299644","32445248","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS DE BLOQUE DE AULAS COMPLEJO ESPOL  ADQUISICIÓN E INSTALACIÓN A TODO COSTO DE CORTINAS","PN ESPOL MIC 016 2019","CO1.BDOS.998114","Mínima cuantía","No","TORORIENTE SAS","900381900","701695355","702336231"
"2020-10-20T00:00:00.000","ESPOL LA IMPRENTA","CO1.RPL.1762389","23870162","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO DE IMPRESIÓN DE LIBROS TRABAJOS TIPOGRÁFICOS Y MATERIAL POP","PN ESPOL MIC 017 2020","CO1.BDOS.1505386","Mínima cuantía","No","TREMENDA CREATIVA  BTL SAS","901120123","701695355","709868111"
"2020-08-11T00:00:00.000","duarte comunicar","CO1.RPL.1641570","486166839","ESPOL","800226849","COP","MANTENIMIENTO REDES ELÉCTRICAS Y SUBTERANIZACIÓN MEDIA TENSIÓN FASE III INCLUYE ACOMETIDAS ELÉCTRICAS TABLEROS DE DISTRIBUCIÓN Y ALUMBRADO PÚBLICO A PRECIOS UNITARIOS FIJOS SIN FORMULA DE REAJUSTE","PN ESPOL SA MC 001 2020 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.1341157","Selección Abreviada de Menor Cuantía","Si","Duarte Comunicar SAS","900012301","701695355","703058131"
"2022-03-03T00:00:00.000","CALIBRACIÓN TERMOHIGRÓMETROS","CO1.RPL.2610338","680000","ESPOL","800226849","COP","PRESTACIÓN DE SERVICIO PARA LA CALIBRACIÓN DE INSTRUMENTOS DE MEDICIÓN TERMOHIGROMETROS DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 001 2022","CO1.BDOS.2832904","Mínima cuantía","No","MAYDY JULIETH GODOY BALLESTEROS","1012399523","701695355","714969276"
"2020-12-10T00:00:00.000","ZAMORAESPOL024","CO1.RPL.1856270","46222640","ESPOL","800226849","COP","ADQUISICIÓN E INSTALACIÓN A TODO COSTO DE CORTINAS","PN ESPOL MIC 024 2020","CO1.BDOS.1599727","Mínima cuantía","No","ZAMORA JIMENEZ LEONARDO","80747896","701695355","703961854"
"2022-12-05T00:00:00.000","PROPUESTA INVITACIÓN NO PN ESPOL MIC 016 2022","CO1.RPL.3133547","20000000","ESPOL","800226849","COP","SUMINISTRO DE PLANTAS ORNAMENTALES E INSUMOS PARA LOS JARDINES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 016 2022","CO1.BDOS.3570157","Mínima cuantía","No","SERVICIOS AMBIENTALES SAN MARCOS SAS","900505025","701695355","704110584"
"2021-11-19T00:00:00.000","INCOLMOTOS YAMAHA NIT 8909169116","CO1.RPL.2453932","159708446","INSTITUTO DE CULTURA Y PATRIMONIO DE ANTIOQUIA","900425129","COP","Adquisición de instrumentos musicales para dotar Escuelas de Música de los municipios de Cisneros San Andrés de Cuerquia San Roque y Urrao poblaciones del Departamento de Antioquia como apoyo y consolidación de los procesos culturales en el marco del Plan de Desarrollo Unidos por la Vida 20212023","SIE 008  2021 ICPA Presentación de oferta","CO1.BDOS.2356010","Selección abreviada subasta inversa","No","INCOLMOTOS YAMAHA SA","890916911","705351302","700750110"
"2023-05-04T00:00:00.000","PROCESO PARA PRESTACION DE SALUD No 123 DISANEJC CENACARM 2023","CO1.RPL.3372097","200000000","CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC  ARMENIA","901540882","COP","PRESTACION DE SERVICIOS MEDICOS EN CARDIOLOGIA Y HEMODINAMIA PARA LOS USUARIOS Y BENEFICIARIOS DEL SUBSISTEMA DE SALUD DE LAS FUERZAS MILITARES DEL ESTABLECIMIENTO DE SANIDAD MILITAR BAS08 EN ARMENIA Y SUS SATELITES BITER BAMUR BICIS","SASS123DISANEJCCENACARMENIA2023 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.4216014","Selección Abreviada de Menor Cuantía","Si","CARDIOLOGOS DEL CAFE SAS","900306291","717160402","704435197"
"2023-05-04T00:00:00.000","MANTENIMIENTO Y ADECUACION DE LOS EDIFICIOS DE USO INSTITUCIONAL DEL MUNICIPIO DE ITAGUI","CO1.RPL.3374467","3000000000","MUNICIPIO DE ITAGUI","890980093","COP","CONTRATO INTERADMINISTRATIVO DE ADMINISTRACIÓN DELEGADA PARA EL PROYECTO DE MANTENIMIENTO Y ADECUACION DE LOS EDIFICIOS DE USO INSTITUCIONAL DEL MUNICIPIO DE ITAGÜÍ ENTRE EL MUNICIPIO DE ITAGÜÍ Y LA AGENCIA DE DESARROLLO LOCAL DE ITAGÜÍ  ADELI","SICD1562023","CO1.BDOS.4359728","Contratación Directa (con ofertas)","Si","AGENCIA DE DESARROLLO LOCAL DE ITAGUI","900590434","703738674","713118156"
"2022-12-05T00:00:00.000","SUMINISTRO DE PLANTAS ORNAMENTALES","CO1.RPL.3133774","20000000","ESPOL","800226849","COP","SUMINISTRO DE PLANTAS ORNAMENTALES E INSUMOS PARA LOS JARDINES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 016 2022","CO1.BDOS.3570157","Mínima cuantía","No","PALOS VERDES","820005398","701695355","713365799"
"2022-09-06T00:00:00.000","PROPUESTA ECONÓMICA BI SAS  LA ESCUELA DE POSTGRADOS DE POLICIA  MIGUEL ANTONIO LLERAS PIZARRO","CO1.RPL.2963063","633211269","ESPOL","800226849","COP","ADQUISICIÓN ACTUALIZACIÓN INSTALACIÓN INTEGRACIÓN Y MANTENIMIENTO DEL CIRCUITO CERRADO DE TELEVISIÓN CCTV PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SA 003 2022 Presentación de oferta","CO1.BDOS.3134816","Selección abreviada subasta inversa","No","BI SAS","8002510879","701695355","714121936"
